DATE,Station_ID,LATITUDE,LONGITUDE,ELEVATION,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,Station_Location,Station_Lat_Long_Interaction,Day_of_Week,Day_of_Year,Month,Temp_Diff,Rolling_Mean_TMIN_7,Rolling_10thPercentile_TMIN_7,Rolling_Mean_TMIN_30,Rolling_Max_TMIN_30,Rolling_Min_TMIN_30,TMIN_Rolling_30_Diff,EWMA_TMIN_7,EWMA_TMIN_30,Seasonal_TMIN_Anomaly,TMIN_Lag1,SnowyDay,SnowyDaysCount_7,Cumulative_SnowDepth_7,Rolling_Sum_SNWD_7,SNWD_Lag1,SNWD_Lag2,Cumulative_Snowfall_Lag7,SNWD_TMIN_Interaction,Snowfall_Intensity,SNWD_Snowfall_Diff,PRCP_Lag1,PRCP_Lag2,Cumulative_Precipitation_7,Rolling_Sum_PRCP_14,TMAX_PRCP_Interaction,TMIN_SNOW_Interaction,PRCP_SNOW_Interaction,Cold_Event
2021-10-24,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.1,13.9,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,6,297,10,15.0,4.84,0.88,8.25,14.4,-1.1,-9.35,5.13,8.5,-5.5,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,-0.0,0.0,1
2021-10-25,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,0.0,14.4,9.7,0.0,0.0,42.7347_-71.4803,-3054.69,0,298,10,14.4,4.04,-0.44,7.9,14.4,-1.1,-7.9,3.85,7.95,-2.67,-1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,23.4,139.68,0.0,0.0,1
2021-10-26,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,6.7,9.4,14.7,0.0,0.0,42.7347_-71.4803,-3054.69,1,299,10,2.7,4.69,-0.44,7.64,13.3,-1.1,-0.94,4.56,7.87,2.21,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,24.4,38.1,138.18,0.0,0.0,0
2021-10-27,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,7.8,11.7,21.6,0.0,0.0,42.7347_-71.4803,-3054.69,2,300,10,3.9,5.17,-0.44,7.62,13.3,-1.1,0.18,5.37,7.86,5.17,6.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,9.7,46.0,59.7,252.72,0.0,0.0,0
2021-10-28,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,5.6,10.0,1.8,0.0,0.0,42.7347_-71.4803,-3054.69,3,301,10,4.4,5.01,-0.44,7.48,13.3,-1.1,-1.88,5.43,7.72,3.52,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,14.7,47.8,61.5,18.0,0.0,0.0,0
2021-10-29,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.8,10.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,4,302,10,12.8,3.19,-1.78,7.22,13.3,-2.8,-10.02,3.37,7.04,-4.42,5.6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.8,21.6,47.8,61.5,0.0,-0.0,0.0,1
2021-10-30,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-0.6,10.6,1.5,0.0,0.0,42.7347_-71.4803,-3054.69,5,303,10,11.2,2.23,-1.78,6.92,13.3,-2.8,-7.52,2.38,6.55,-3.67,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.8,49.3,63.0,15.9,-0.0,0.0,1
2021-10-31,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,8.3,13.9,43.9,0.0,0.0,42.7347_-71.4803,-3054.69,6,304,10,5.6,3.57,-1.48,7.09,13.3,-2.8,1.21,3.86,6.66,7.74,-0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,93.2,93.2,610.21,0.0,0.0,0
2021-11-01,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,6.7,17.8,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,0,305,11,11.1,4.53,-1.48,7.18,13.3,-2.8,-0.48,4.57,6.66,5.99,8.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,1.5,83.5,93.2,0.0,0.0,0.0,0
2021-11-02,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,1.1,15.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,306,11,13.9,3.73,-1.48,6.88,13.3,-2.8,-5.78,3.7,6.3,-0.16,6.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9,68.8,93.2,0.0,0.0,0.0,0
2021-11-03,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.8,13.3,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,307,11,16.1,2.21,-2.8,6.42,13.3,-2.8,-9.22,2.08,5.72,-3.3,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,47.2,93.2,0.0,-0.0,0.0,1
2021-11-04,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-5.0,10.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,3,308,11,15.0,0.7,-3.68,5.92,13.3,-5.0,-10.92,0.31,5.02,-3.34,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,45.4,93.2,0.0,-0.0,0.0,1
2021-11-05,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-4.4,10.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,4,309,11,14.4,0.47,-4.64,5.48,13.3,-5.0,-9.88,-0.87,4.42,-4.61,-5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,45.4,93.2,0.0,-0.0,0.0,1
2021-11-06,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-6.7,10.6,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,5,310,11,17.3,-0.4,-5.68,5.01,13.3,-6.7,-11.71,-2.33,3.7,-10.24,-4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,43.9,93.2,0.0,-0.0,0.0,1
2021-11-07,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-3.9,12.2,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,6,311,11,16.1,-2.14,-5.68,4.61,13.3,-6.7,-8.51,-2.72,3.21,-8.14,-6.7,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,93.2,0.0,-0.0,0.0,1
2021-11-08,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.7,13.3,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,0,312,11,15.0,-3.34,-5.68,4.27,13.3,-6.7,-5.97,-2.47,2.89,-1.65,-3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,83.5,0.0,-0.0,0.0,0
2021-11-09,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.2,16.7,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,313,11,18.9,-3.81,-5.68,3.87,13.3,-6.7,-6.07,-2.4,2.56,0.16,-1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,68.8,0.0,-0.0,0.0,0
2021-11-10,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.1,21.7,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,314,11,22.8,-3.57,-5.68,3.42,13.3,-6.7,-4.52,-2.07,2.33,1.83,-2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,47.2,0.0,-0.0,0.0,0
2021-11-11,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-3.9,15.6,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,3,315,11,19.5,-3.41,-5.32,2.96,13.3,-6.7,-6.86,-2.53,1.93,-2.34,-1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,45.4,0.0,-0.0,0.0,1
2021-11-12,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.8,13.9,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,4,316,11,16.7,-3.19,-5.02,2.57,13.3,-6.7,-5.37,-2.6,1.62,-3.75,-3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,45.4,0.0,-0.0,0.0,0
2021-11-13,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.1,15.0,39.1,0.0,0.0,42.7347_-71.4803,-3054.69,5,317,11,16.1,-2.39,-3.9,2.2,13.3,-6.7,-3.3,-2.22,1.45,0.26,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,39.1,83.0,586.5,-0.0,0.0,0
2021-11-14,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.1,15.0,6.1,0.0,0.0,42.7347_-71.4803,-3054.69,6,318,11,16.1,-1.99,-3.24,1.76,13.3,-6.7,-2.86,-1.94,1.28,2.23,-1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,39.1,0.0,45.2,45.2,91.5,-0.0,0.0,0
2021-11-15,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.1,8.9,1.3,0.0,0.0,42.7347_-71.4803,-3054.69,0,319,11,10.0,-1.9,-3.24,1.28,10.0,-6.7,-2.38,-1.73,1.13,4.19,-1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,6.1,39.1,46.5,46.5,11.57,-0.0,0.0,0
2021-11-16,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.8,8.9,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,320,11,11.7,-1.99,-3.24,0.87,10.0,-6.7,-3.67,-2.0,0.87,0.59,-1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.3,6.1,46.5,46.5,0.0,-0.0,0.0,0
2021-11-17,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-6.1,7.8,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,321,11,13.9,-2.7,-4.78,0.48,10.0,-6.7,-6.58,-3.02,0.42,-3.44,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.3,46.5,46.5,0.0,-0.0,0.0,1
2021-11-18,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.8,7.2,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,3,322,11,10.0,-2.54,-4.12,0.31,10.0,-6.7,-3.11,-2.97,0.22,0.44,-6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,46.5,46.5,0.0,-0.0,0.0,0
2021-11-19,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,1.1,20.6,4.6,0.0,0.0,42.7347_-71.4803,-3054.69,4,323,11,19.5,-1.99,-4.12,0.2,10.0,-6.7,0.9,-1.95,0.27,4.55,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1,51.1,94.76,0.0,0.0,0
2021-11-20,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-3.3,7.2,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,5,324,11,10.5,-2.3,-4.42,-0.13,10.0,-6.7,-3.17,-2.29,0.04,-0.87,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,4.6,0.0,12.0,51.1,0.0,-0.0,0.0,0
2021-11-21,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.8,7.8,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,6,325,11,10.6,-2.54,-4.42,-0.56,8.3,-6.7,-2.24,-2.42,-0.14,1.6,-3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,4.6,5.9,51.1,0.0,-0.0,0.0,0
2021-11-22,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,1.7,9.4,2.8,0.0,0.0,42.7347_-71.4803,-3054.69,0,326,11,7.7,-2.14,-4.42,-0.7,8.3,-6.7,2.4,-1.39,-0.02,6.05,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,53.9,26.32,0.0,0.0,0
2021-11-23,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-4.4,10.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,327,11,14.4,-2.37,-5.08,-0.81,8.3,-6.7,-3.59,-2.14,-0.3,-1.42,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2.8,0.0,7.4,53.9,0.0,-0.0,0.0,0
2021-11-24,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-5.0,2.8,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,328,11,7.8,-2.21,-4.64,-0.98,8.3,-6.7,-4.02,-2.86,-0.61,-1.01,-4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.8,7.4,53.9,0.0,-0.0,0.0,1
2021-11-25,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-6.1,5.6,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,3,329,11,11.7,-2.69,-5.44,-1.41,8.3,-6.7,-4.69,-3.67,-0.96,-3.04,-5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7.4,53.9,0.0,-0.0,0.0,1
2021-11-26,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-3.3,10.6,0.3,0.0,0.0,42.7347_-71.4803,-3054.69,4,330,11,13.9,-3.31,-5.44,-1.78,8.3,-6.7,-1.52,-3.57,-1.11,-1.69,-6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3.1,54.2,3.18,-0.0,0.0,0
2021-11-27,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-1.7,6.1,6.4,0.0,0.0,42.7347_-71.4803,-3054.69,5,331,11,7.8,-3.09,-5.44,-2.02,8.3,-6.7,0.32,-3.11,-1.15,-0.05,-3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.3,0.0,9.5,21.5,39.04,-0.0,0.0,0
2021-11-28,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-7.8,1.1,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,6,332,11,8.9,-3.8,-6.78,-2.19,8.3,-7.8,-5.61,-4.28,-1.58,-5.08,-1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,6.4,0.3,9.5,15.4,0.0,-0.0,0.0,1
2021-11-29,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-2.2,2.2,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,0,333,11,4.4,-4.36,-6.78,-2.24,8.3,-7.8,0.04,-3.76,-1.62,2.45,-7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,6.4,6.7,14.1,0.0,-0.0,0.0,0
2021-11-30,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Fall,-9.4,3.9,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,334,11,13.3,-5.07,-8.44,-2.83,6.7,-9.4,-6.57,-5.17,-2.12,-3.34,-2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6.7,14.1,0.0,-0.0,0.0,1
2021-12-01,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-7.8,3.9,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,335,12,11.7,-5.47,-8.44,-3.31,1.7,-9.4,-4.49,-5.83,-2.49,-3.35,-9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,6.7,14.1,0.0,-0.0,0.0,0
2021-12-02,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-3.3,6.7,1.0,0.0,0.0,42.7347_-71.4803,-3054.69,3,336,12,10.0,-5.07,-8.44,-3.46,1.7,-9.4,0.16,-5.2,-2.54,1.25,-7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,7.7,15.1,6.7,-0.0,0.0,0
2021-12-03,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-0.6,10.0,0.5,0.0,0.0,42.7347_-71.4803,-3054.69,4,337,12,10.6,-4.69,-8.44,-3.39,1.7,-9.4,2.79,-4.05,-2.42,1.73,-3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0,7.9,11.0,5.0,-0.0,0.0,0
2021-12-04,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-9.4,3.9,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,5,338,12,13.3,-5.79,-9.4,-3.53,1.7,-9.4,-5.87,-5.38,-2.87,-6.04,-0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,1.0,1.5,11.0,0.0,-0.0,0.0,1
2021-12-05,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-4.4,5.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,6,339,12,9.4,-5.3,-9.4,-3.53,1.7,-9.4,-0.87,-5.14,-2.96,1.4,-9.4,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.5,1.5,11.0,0.0,-0.0,0.0,0
2021-12-06,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-2.8,6.1,1.3,0.0,0.0,42.7347_-71.4803,-3054.69,0,340,12,8.9,-5.39,-9.4,-3.4,1.7,-9.4,0.6,-4.55,-2.95,2.49,-4.4,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.8,9.5,7.93,-0.0,0.0,0
2021-12-07,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-1.1,13.9,3.6,0.0,0.0,42.7347_-71.4803,-3054.69,1,341,12,15.0,-4.2,-8.44,-3.31,1.7,-9.4,2.21,-3.69,-2.83,4.32,-2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,1.3,0.0,6.4,13.1,50.04,-0.0,0.0,0
2021-12-08,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-5.6,5.0,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,342,12,10.6,-3.89,-7.12,-3.44,1.7,-9.4,-2.16,-4.17,-3.01,1.0,-1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,3.6,1.3,6.4,13.1,0.0,-0.0,0.0,0
2021-12-09,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-10.0,0.0,0.5,10.0,0.0,42.7347_-71.4803,-3054.69,3,343,12,10.0,-4.84,-9.64,-3.7,1.7,-10.0,-6.3,-5.63,-3.46,-2.95,-5.6,1,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,10.0,-10.0,0.0,3.6,5.9,13.6,0.0,-100.0,5.0,1
2021-12-10,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-10.0,1.1,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,4,344,12,11.1,-6.19,-10.0,-4.0,1.7,-10.0,-6.0,-6.72,-3.89,-5.0,-10.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.5,0.0,5.4,13.3,0.0,-0.0,0.0,0
2021-12-11,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-5.0,1.1,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,5,345,12,6.1,-5.56,-10.0,-4.03,1.7,-10.0,-0.97,-6.29,-3.96,-0.35,-10.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.5,5.4,6.9,0.0,-0.0,0.0,0
2021-12-12,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-1.7,15.0,17.8,0.0,0.0,42.7347_-71.4803,-3054.69,6,346,12,16.7,-5.17,-10.0,-4.0,1.7,-10.0,2.3,-5.14,-3.81,3.81,-5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,23.2,24.7,267.0,-0.0,0.0,0
2021-12-13,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-3.9,7.2,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,0,347,12,11.1,-5.33,-10.0,-4.09,1.7,-10.0,0.19,-4.83,-3.82,2.1,-1.7,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,17.8,0.0,21.9,24.7,0.0,-0.0,0.0,0
2021-12-14,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-1.7,11.7,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,348,12,13.4,-5.41,-10.0,-4.11,1.7,-10.0,2.41,-4.05,-3.68,4.35,-3.9,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,17.8,18.3,24.7,0.0,-0.0,0.0,0
2021-12-15,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-5.6,9.4,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,349,12,15.0,-5.41,-10.0,-4.26,1.7,-10.0,-1.34,-4.44,-3.8,-0.15,-1.7,0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,18.3,24.7,0.0,-0.0,0.0,0
2021-12-16,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-4.4,5.6,4.1,0.0,0.0,42.7347_-71.4803,-3054.69,3,350,12,10.0,-4.61,-7.36,-4.31,1.7,-10.0,-0.09,-4.43,-3.84,3.02,-5.6,0,0.0,0.0,0.0,0.0,0.0,10.0,-0.0,0.0,0.0,0.0,0.0,21.9,27.8,22.96,-0.0,0.0,0
2021-12-17,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,5.0,14.4,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,4,351,12,9.4,-2.47,-5.24,-3.94,5.0,-10.0,8.94,-2.07,-3.27,9.95,-4.4,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.1,0.0,21.9,27.3,0.0,0.0,0.0,0
2021-12-18,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,1.1,12.8,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,5,352,12,11.7,-1.6,-4.88,-3.81,5.0,-10.0,4.91,-1.28,-2.99,5.03,5.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.1,21.9,27.3,0.0,0.0,0.0,0
2021-12-19,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-2.8,2.2,17.5,43.0,51.0,42.7347_-71.4803,-3054.69,6,353,12,5.0,-1.76,-4.88,-3.94,5.0,-10.0,1.14,-1.66,-2.98,3.91,1.1,1,1.0,51.0,51.0,0.0,0.0,10.0,-142.8,0.83,50.17,0.0,0.0,21.6,44.8,38.5,-120.4,752.5,0
2021-12-20,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-12.2,0.0,0.0,0.0,25.0,42.7347_-71.4803,-3054.69,0,354,12,12.2,-2.94,-8.24,-4.24,5.0,-12.2,-7.96,-4.29,-3.57,-3.41,-2.8,0,1.0,76.0,76.0,51.0,0.0,10.0,-305.0,0.0,25.0,17.5,0.0,21.6,43.5,0.0,-0.0,0.0,1
2021-12-21,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-10.0,-0.6,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,1,355,12,9.4,-4.13,-10.88,-4.48,5.0,-12.2,-5.52,-5.72,-3.99,-1.71,-12.2,0,1.0,76.0,76.0,25.0,51.0,10.0,-0.0,0.0,0.0,0.0,17.5,21.6,39.9,-0.0,-0.0,0.0,0
2021-12-22,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-6.1,5.0,2.0,0.0,0.0,42.7347_-71.4803,-3054.69,2,356,12,11.1,-4.2,-10.88,-4.74,5.0,-12.2,-1.36,-5.82,-4.12,0.32,-10.0,0,1.0,76.0,76.0,0.0,25.0,10.0,-0.0,0.0,0.0,0.0,0.0,23.6,41.9,10.0,-0.0,0.0,0
2021-12-23,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-6.1,4.4,5.3,0.0,0.0,42.7347_-71.4803,-3054.69,3,357,12,10.5,-4.44,-10.88,-4.8,5.0,-12.2,-1.3,-5.89,-4.25,1.01,-6.1,0,1.0,76.0,76.0,0.0,0.0,0.0,-0.0,0.0,0.0,2.0,0.0,24.8,46.7,23.32,-0.0,0.0,0
2021-12-24,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-9.4,-1.7,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,4,358,12,7.7,-6.5,-10.88,-4.94,5.0,-12.2,-4.46,-6.76,-4.58,-2.64,-6.1,0,1.0,76.0,76.0,0.0,0.0,0.0,-0.0,0.0,0.0,5.3,2.0,24.8,46.7,-0.0,-0.0,0.0,0
2021-12-25,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-7.2,-2.8,0.0,0.0,0.0,42.7347_-71.4803,-3054.69,5,359,12,4.4,-7.69,-10.88,-4.98,5.0,-12.2,-2.22,-6.87,-4.75,-2.29,-9.4,0,1.0,76.0,76.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,5.3,24.8,46.7,-0.0,-0.0,0.0,0
2021-12-26,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-3.3,0.0,17.5,8.0,0.0,42.7347_-71.4803,-3054.69,6,360,12,3.3,-7.76,-10.88,-4.98,5.0,-12.2,1.68,-5.98,-4.66,2.55,-7.2,1,1.0,25.0,25.0,0.0,0.0,43.0,-0.0,8.0,-8.0,0.0,0.0,24.8,46.4,0.0,-26.4,140.0,0
