DATE,Station_ID,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,LATITUDE,LONGITUDE,ELEVATION,STATION_NAME
2025-04-06,US1NHCS0022,US1NHCS0022,Spring,,,6.4,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-08,US1NHCS0022,US1NHCS0022,Spring,,,0.0,0.0,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-13,US1NHCS0022,US1NHCS0022,Spring,,,0.8,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-14,US1NHCS0022,US1NHCS0022,Spring,,,0.3,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-15,US1NHCS0022,US1NHCS0022,Spring,,,0.0,0.0,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-16,US1NHCS0022,US1NHCS0022,Spring,,,3.0,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-17,US1NHCS0022,US1NHCS0022,Spring,,,0.0,0.0,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-18,US1NHCS0022,US1NHCS0022,Spring,,,0.0,0.0,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-19,US1NHCS0022,US1NHCS0022,Spring,,,2.0,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-20,US1NHCS0022,US1NHCS0022,Spring,,,4.8,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-21,US1NHCS0022,US1NHCS0022,Spring,,,0.0,0.0,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-04-22,US1NHCS0022,US1NHCS0022,Spring,,,1.5,,,44.3903,-71.488,338.0,JEFFERSON 2.1 SSW
2025-03-26,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,76.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-03-27,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,13.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-03-28,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-03-29,US1NHGR0001,US1NHGR0001,Spring,,,10.4,8.0,8.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-03-30,US1NHGR0001,US1NHGR0001,Spring,,,12.2,10.0,13.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-03-31,US1NHGR0001,US1NHGR0001,Spring,,,8.6,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-01,US1NHGR0001,US1NHGR0001,Spring,,,3.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-02,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-03,US1NHGR0001,US1NHGR0001,Spring,,,10.4,3.0,3.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-04,US1NHGR0001,US1NHGR0001,Spring,,,5.8,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-05,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-06,US1NHGR0001,US1NHGR0001,Spring,,,11.7,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-07,US1NHGR0001,US1NHGR0001,Spring,,,1.3,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-08,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-09,US1NHGR0001,US1NHGR0001,Spring,,,3.6,53.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-10,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-11,US1NHGR0001,US1NHGR0001,Spring,,,0.5,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-12,US1NHGR0001,US1NHGR0001,Spring,,,1.8,8.0,13.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-13,US1NHGR0001,US1NHGR0001,Spring,,,8.9,58.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-14,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-15,US1NHGR0001,US1NHGR0001,Spring,,,3.6,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-16,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-17,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-18,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-19,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-20,US1NHGR0001,US1NHGR0001,Spring,,,0.3,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-21,US1NHGR0001,US1NHGR0001,Spring,,,0.0,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-04-22,US1NHGR0001,US1NHGR0001,Spring,,,4.8,0.0,0.0,43.5949,-71.7414,153.0,BRISTOL 0.4 SSE
2025-03-26,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-03-27,US1NHGR0011,US1NHGR0011,Spring,,,0.0,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-03-28,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-03-29,US1NHGR0011,US1NHGR0011,Spring,,,10.2,46.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-03-30,US1NHGR0011,US1NHGR0011,Spring,,,10.7,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-03-31,US1NHGR0011,US1NHGR0011,Spring,,,10.2,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-01,US1NHGR0011,US1NHGR0011,Spring,,,4.1,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-02,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-03,US1NHGR0011,US1NHGR0011,Spring,,,18.8,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-04,US1NHGR0011,US1NHGR0011,Spring,,,1.8,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-05,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-06,US1NHGR0011,US1NHGR0011,Spring,,,13.0,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-07,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-09,US1NHGR0011,US1NHGR0011,Spring,,,3.3,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-10,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-11,US1NHGR0011,US1NHGR0011,Spring,,,0.3,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-12,US1NHGR0011,US1NHGR0011,Spring,,,3.0,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-13,US1NHGR0011,US1NHGR0011,Spring,,,6.9,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-14,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-15,US1NHGR0011,US1NHGR0011,Spring,,,2.5,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-16,US1NHGR0011,US1NHGR0011,Spring,,,0.3,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-17,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-19,US1NHGR0011,US1NHGR0011,Spring,,,0.8,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-20,US1NHGR0011,US1NHGR0011,Spring,,,0.0,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-21,US1NHGR0011,US1NHGR0011,Spring,,,0.0,0.0,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-04-22,US1NHGR0011,US1NHGR0011,Spring,,,2.5,,,43.7603,-71.6889,186.8,PLYMOUTH 1.6 NNE
2025-03-26,US1NHGR0046,US1NHGR0046,Spring,,,0.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-03-27,US1NHGR0046,US1NHGR0046,Spring,,,0.0,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-03-28,US1NHGR0046,US1NHGR0046,Spring,,,0.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-03-29,US1NHGR0046,US1NHGR0046,Spring,,,9.7,51.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-03-30,US1NHGR0046,US1NHGR0046,Spring,,,13.5,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-03-31,US1NHGR0046,US1NHGR0046,Spring,,,11.4,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-01,US1NHGR0046,US1NHGR0046,Spring,,,4.8,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-02,US1NHGR0046,US1NHGR0046,Spring,,,0.0,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-03,US1NHGR0046,US1NHGR0046,Spring,,,11.7,13.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-04,US1NHGR0046,US1NHGR0046,Spring,,,8.4,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-05,US1NHGR0046,US1NHGR0046,Spring,,,0.0,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-06,US1NHGR0046,US1NHGR0046,Spring,,,11.2,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-07,US1NHGR0046,US1NHGR0046,Spring,,,1.5,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-08,US1NHGR0046,US1NHGR0046,Spring,,,0.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-09,US1NHGR0046,US1NHGR0046,Spring,,,5.1,51.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-10,US1NHGR0046,US1NHGR0046,Spring,,,0.3,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-11,US1NHGR0046,US1NHGR0046,Spring,,,0.3,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-12,US1NHGR0046,US1NHGR0046,Spring,,,0.5,5.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-13,US1NHGR0046,US1NHGR0046,Spring,,,14.5,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-14,US1NHGR0046,US1NHGR0046,Spring,,,0.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-15,US1NHGR0046,US1NHGR0046,Spring,,,4.6,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-16,US1NHGR0046,US1NHGR0046,Spring,,,0.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-17,US1NHGR0046,US1NHGR0046,Spring,,,0.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-18,US1NHGR0046,US1NHGR0046,Spring,,,0.0,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-19,US1NHGR0046,US1NHGR0046,Spring,,,0.8,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-20,US1NHGR0046,US1NHGR0046,Spring,,,0.0,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-21,US1NHGR0046,US1NHGR0046,Spring,,,0.0,0.0,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-04-22,US1NHGR0046,US1NHGR0046,Spring,,,3.0,,,43.7296,-71.6421,360.3,ASHLAND 2.4 NNW
2025-03-26,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-03-27,US1NHGR0047,US1NHGR0047,Spring,,,0.8,8.0,,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-03-28,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-03-29,US1NHGR0047,US1NHGR0047,Spring,,,16.5,152.0,,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-03-30,US1NHGR0047,US1NHGR0047,Spring,,,9.1,8.0,,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-03-31,US1NHGR0047,US1NHGR0047,Spring,,,14.7,0.0,,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-01,US1NHGR0047,US1NHGR0047,Spring,,,6.9,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-02,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-03,US1NHGR0047,US1NHGR0047,Spring,,,6.4,5.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-04,US1NHGR0047,US1NHGR0047,Spring,,,8.9,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-05,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-06,US1NHGR0047,US1NHGR0047,Spring,,,5.3,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-07,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-08,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-09,US1NHGR0047,US1NHGR0047,Spring,,,6.1,51.0,51.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-10,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,13.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-11,US1NHGR0047,US1NHGR0047,Spring,,,1.8,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-12,US1NHGR0047,US1NHGR0047,Spring,,,0.3,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-13,US1NHGR0047,US1NHGR0047,Spring,,,2.5,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-14,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-15,US1NHGR0047,US1NHGR0047,Spring,,,1.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-16,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-17,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-18,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-19,US1NHGR0047,US1NHGR0047,Spring,,,1.5,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-20,US1NHGR0047,US1NHGR0047,Spring,,,1.3,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-21,US1NHGR0047,US1NHGR0047,Spring,,,0.0,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-04-22,US1NHGR0047,US1NHGR0047,Spring,,,0.8,0.0,0.0,44.3185,-71.9109,338.6,LITTLETON 7.3 W
2025-03-28,US1NHGR0051,US1NHGR0051,Spring,,,0.0,0.0,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-03-30,US1NHGR0051,US1NHGR0051,Spring,,,21.1,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-03-31,US1NHGR0051,US1NHGR0051,Spring,,,11.9,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-01,US1NHGR0051,US1NHGR0051,Spring,,,2.8,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-03,US1NHGR0051,US1NHGR0051,Spring,,,9.1,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-04,US1NHGR0051,US1NHGR0051,Spring,,,9.1,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-05,US1NHGR0051,US1NHGR0051,Spring,,,0.0,0.0,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-06,US1NHGR0051,US1NHGR0051,Spring,,,9.9,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-07,US1NHGR0051,US1NHGR0051,Spring,,,0.5,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-08,US1NHGR0051,US1NHGR0051,Spring,,,0.0,0.0,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-09,US1NHGR0051,US1NHGR0051,Spring,,,4.8,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-11,US1NHGR0051,US1NHGR0051,Spring,,,0.0,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-12,US1NHGR0051,US1NHGR0051,Spring,,,3.0,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-13,US1NHGR0051,US1NHGR0051,Spring,,,6.4,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-15,US1NHGR0051,US1NHGR0051,Spring,,,3.0,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-16,US1NHGR0051,US1NHGR0051,Spring,,,0.3,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-17,US1NHGR0051,US1NHGR0051,Spring,,,0.0,0.0,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-19,US1NHGR0051,US1NHGR0051,Spring,,,0.5,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-04-22,US1NHGR0051,US1NHGR0051,Spring,,,2.8,,,43.8309,-71.6296,234.1,CAMPTON 1.6 SSE
2025-03-26,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-03-27,US1NHGR0052,US1NHGR0052,Spring,,,,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-03-28,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-03-29,US1NHGR0052,US1NHGR0052,Spring,,,8.9,20.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-03-30,US1NHGR0052,US1NHGR0052,Spring,,,9.7,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-03-31,US1NHGR0052,US1NHGR0052,Spring,,,4.8,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-01,US1NHGR0052,US1NHGR0052,Spring,,,5.3,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-03,US1NHGR0052,US1NHGR0052,Spring,,,6.4,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-04,US1NHGR0052,US1NHGR0052,Spring,,,8.6,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-05,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-06,US1NHGR0052,US1NHGR0052,Spring,,,9.7,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-07,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-08,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-09,US1NHGR0052,US1NHGR0052,Spring,,,1.5,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-10,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-11,US1NHGR0052,US1NHGR0052,Spring,,,2.5,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-13,US1NHGR0052,US1NHGR0052,Spring,,,10.9,25.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-15,US1NHGR0052,US1NHGR0052,Spring,,,1.8,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-16,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-17,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-18,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-19,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-20,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-21,US1NHGR0052,US1NHGR0052,Spring,,,0.0,0.0,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-04-22,US1NHGR0052,US1NHGR0052,Spring,,,2.0,,,43.751,-72.2106,198.4,HANOVER 4.8 NE
2025-03-26,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-03-27,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-03-28,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-03-31,US1NHGR0057,US1NHGR0057,Spring,,,,,53.0,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-02,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-03,US1NHGR0057,US1NHGR0057,Spring,,,8.4,,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-05,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-07,US1NHGR0057,US1NHGR0057,Spring,,,,,0.0,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-08,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-09,US1NHGR0057,US1NHGR0057,Spring,,,3.8,,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-11,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-15,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-17,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-20,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-21,US1NHGR0057,US1NHGR0057,Spring,,,0.0,0.0,,44.3126,-71.7563,318.5,LITTLETON 0.4 ENE
2025-04-22,US1NHGR0058,US1NHGR0058,Spring,,,1.0,,,43.6358,-72.2322,232.9,LEBANON 1.1 E
2025-03-26,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-03-27,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-03-28,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-03-29,US1NHGR0059,US1NHGR0059,Spring,,,12.4,20.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-03-30,US1NHGR0059,US1NHGR0059,Spring,,,13.0,8.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-03-31,US1NHGR0059,US1NHGR0059,Spring,,,5.1,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-01,US1NHGR0059,US1NHGR0059,Spring,,,4.3,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-02,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-03,US1NHGR0059,US1NHGR0059,Spring,,,12.7,5.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-04,US1NHGR0059,US1NHGR0059,Spring,,,4.3,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-05,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-06,US1NHGR0059,US1NHGR0059,Spring,,,9.4,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-07,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-08,US1NHGR0059,US1NHGR0059,Spring,,,0.3,5.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-09,US1NHGR0059,US1NHGR0059,Spring,,,1.5,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-10,US1NHGR0059,US1NHGR0059,Spring,,,0.0,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-11,US1NHGR0059,US1NHGR0059,Spring,,,1.3,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-12,US1NHGR0059,US1NHGR0059,Spring,,,3.0,13.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
2025-04-13,US1NHGR0059,US1NHGR0059,Spring,,,7.4,0.0,,43.7501,-72.1992,312.4,HANOVER 5.2 NE
