DATE,ID,LATITUDE,LONGITUDE,ELEVATION,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,Week,TMIN_10thPercentile_Week,Temp_Diff,SnowyDay,SNWD_Lag1,SNWD_Lag2,SnowyDaysCount_7,Cumulative_SnowDepth_7,PRCP_Lag1,PRCP_Lag2,Cumulative_Precipitation_7,Rolling_Mean_TMIN_7,Rolling_10thPercentile_TMIN_7,Day_of_Week,Day_of_Year,SNWD_TMIN_Interaction,Snowfall_Intensity,Seasonal_TMIN_Deviation,Rolling_Mean_TMIN_30,TMIN_Rolling_30_Diff,EWMA_TMIN_7,Previous_Season_TMIN,Rolling_Sum_PRCP_14,Cumulative_Snowfall_Lag7,TMIN_SNOW_Interaction,TMAX_PRCP_Interaction,Seasonal_TMIN_Anomaly,Days_Since_Last_Precip,Rolling_Max_TMIN_30,Rolling_Min_TMIN_30,EWMA_TMIN_30,SNWD_Snowfall_Diff,TMIN_Lag1,TMAX_Lag1,SNOW_Lag1,Rolling_Sum_SNWD_7
1953-08-12,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,7.8,16.7,0.0,0.0,0.0,33,1.1,8.9,0,0.0,0.0,0.0,0.0,2.8,50.0,59.9,6.34,2.86,2,224,0.0,0.0,2.39,5.66,2.14,6.59,7.8,115.0,0.0,0.0,0.0,1.88,1.0,14.4,-3.3,5.02,0.0,7.8,11.7,0.0,0.0
1953-08-13,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,9.4,16.7,0.0,0.0,0.0,33,1.1,7.3,0,0.0,0.0,0.0,0.0,0.0,2.8,59.9,7.37,4.32,3,225,0.0,0.0,3.99,5.81,3.59,7.29,7.8,109.9,0.0,0.0,0.0,3.37,1.0,14.4,-3.3,5.3,0.0,7.8,16.7,0.0,0.0
1953-08-14,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,11.1,15.6,0.0,0.0,0.0,33,1.1,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,59.9,8.49,6.68,4,226,0.0,0.0,5.69,5.88,5.22,8.25,9.4,109.9,0.0,0.0,0.0,4.93,1.0,14.4,-3.3,5.68,0.0,9.4,16.7,0.0,0.0
1953-08-15,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,4.4,13.3,3.6,0.0,0.0,33,1.1,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,8.4,6.44,5,227,0.0,0.0,-1.01,5.75,-1.35,7.28,11.1,113.5,0.0,0.0,47.88,-1.95,4.0,14.4,-3.3,5.6,0.0,11.1,15.6,0.0,0.0
1953-08-16,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,1.7,10.0,0.0,0.0,0.0,33,1.1,8.3,0,0.0,0.0,0.0,0.0,3.6,0.0,56.4,7.3,3.32,6,228,0.0,0.0,-3.71,5.51,-3.81,5.89,4.4,113.5,0.0,0.0,0.0,-4.49,4.0,14.4,-3.3,5.34,0.0,4.4,13.3,0.0,0.0
1953-08-17,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,2.8,6.1,4.6,0.0,0.0,34,0.0,3.3,0,0.0,0.0,0.0,0.0,0.0,3.6,11.0,6.43,2.36,0,229,0.0,0.0,-2.61,5.13,-2.33,5.12,1.7,118.1,0.0,0.0,28.06,-3.36,2.0,13.9,-3.3,5.18,0.0,1.7,10.0,0.0,0.0
1953-08-18,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,-1.7,5.6,2.0,0.0,0.0,34,0.0,7.3,0,0.0,0.0,0.0,0.0,4.6,0.0,10.2,5.07,0.34,1,230,-0.0,0.0,-7.11,4.61,-6.31,3.41,2.8,91.4,0.0,-0.0,11.2,-7.16,1.0,11.7,-3.3,4.74,0.0,2.8,6.1,0.0,0.0
1953-08-19,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,0.0,2.2,5.1,0.0,0.0,34,0.0,2.2,0,0.0,0.0,0.0,0.0,2.0,4.6,15.3,3.96,-0.68,2,231,0.0,0.0,-5.41,4.22,-4.22,2.56,-1.7,75.2,0.0,0.0,11.22,-4.94,1.0,11.1,-3.3,4.43,0.0,-1.7,5.6,0.0,0.0
1953-08-20,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,-1.7,3.9,0.0,0.0,0.0,34,0.0,5.6,0,0.0,0.0,0.0,0.0,5.1,2.0,15.3,2.37,-1.7,3,232,-0.0,0.0,-7.11,3.85,-5.55,1.49,0.0,75.2,0.0,-0.0,0.0,-6.68,1.0,11.1,-3.3,4.03,0.0,0.0,2.2,0.0,0.0
1953-08-21,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,0.6,6.7,0.0,0.0,0.0,34,0.0,6.1,0,0.0,0.0,0.0,0.0,0.0,5.1,15.3,0.87,-1.7,4,233,0.0,0.0,-4.81,3.61,-3.01,1.27,-1.7,75.2,0.0,0.0,0.0,-4.58,1.0,11.1,-3.3,3.81,0.0,-1.7,3.9,0.0,0.0
1953-08-22,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,3.9,13.9,0.0,0.0,0.0,34,0.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.8,-1.7,5,234,0.0,0.0,-1.51,3.48,0.42,1.93,0.6,75.2,0.0,0.0,0.0,-1.03,1.0,11.1,-3.3,3.82,0.0,0.6,6.7,0.0,0.0
1953-08-23,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,5.6,12.2,0.0,0.0,0.0,34,0.0,6.6,0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,1.36,-1.7,6,235,0.0,0.0,0.19,3.64,1.96,2.85,3.9,68.1,0.0,0.0,0.0,1.2,1.0,11.1,-3.3,3.93,0.0,3.9,13.9,0.0,0.0
1953-08-24,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,6.7,10.0,21.8,0.0,0.0,35,-0.6,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,1.91,-1.7,0,236,0.0,0.0,1.29,3.9,2.8,3.81,5.6,39.9,0.0,0.0,218.0,2.23,5.0,11.1,-3.3,4.11,0.0,5.6,12.2,0.0,0.0
1953-08-25,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,7.2,12.2,0.0,0.0,0.0,35,-0.6,5.0,0,0.0,0.0,0.0,0.0,21.8,0.0,26.9,3.19,-0.68,1,237,0.0,0.0,1.79,3.92,3.28,4.66,6.7,37.1,0.0,0.0,0.0,2.34,5.0,11.1,-3.3,4.31,0.0,6.7,10.0,0.0,0.0
1953-08-26,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,8.9,15.6,1.8,0.0,0.0,35,-0.6,6.7,0,0.0,0.0,0.0,0.0,0.0,21.8,23.6,4.46,-0.32,2,238,0.0,0.0,3.49,3.98,4.92,5.72,7.2,38.9,0.0,0.0,28.08,3.16,2.0,11.1,-3.3,4.61,0.0,7.2,12.2,0.0,0.0
1953-08-27,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,8.3,15.6,0.0,0.0,0.0,35,-0.6,7.3,0,0.0,0.0,0.0,0.0,1.8,0.0,23.6,5.89,2.58,3,239,0.0,0.0,2.89,4.09,4.21,6.36,8.9,38.9,0.0,0.0,0.0,2.49,2.0,11.1,-3.3,4.85,0.0,8.9,15.6,0.0,0.0
1953-08-28,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,8.9,15.0,0.0,0.0,0.0,35,-0.6,6.1,0,0.0,0.0,0.0,0.0,0.0,1.8,23.6,7.07,4.92,4,240,0.0,0.0,3.49,4.24,4.66,7.0,8.3,38.9,0.0,0.0,0.0,3.13,2.0,11.1,-3.3,5.11,0.0,8.3,15.6,0.0,0.0
1953-08-29,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,7.2,16.7,0.0,0.0,0.0,35,-0.6,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,7.54,6.26,5,241,0.0,0.0,1.79,4.27,2.93,7.05,8.9,35.3,0.0,0.0,0.0,1.81,2.0,11.1,-3.3,5.24,0.0,8.9,15.0,0.0,0.0
1953-08-30,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,10.6,18.3,0.0,0.0,0.0,35,-0.6,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,8.26,7.0,6,242,0.0,0.0,5.19,4.66,5.94,7.94,7.2,35.3,0.0,0.0,0.0,5.76,2.0,11.1,-3.3,5.59,0.0,7.2,16.7,0.0,0.0
1953-08-31,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,8.9,12.8,0.0,0.0,0.0,36,-1.7,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.57,7.2,0,243,0.0,0.0,3.49,5.07,3.83,8.18,10.6,30.7,0.0,0.0,0.0,4.23,2.0,11.1,-1.7,5.8,0.0,10.6,18.3,0.0,0.0
1953-09-01,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,8.3,15.6,0.0,0.0,0.0,36,-1.7,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,8.73,7.86,1,244,0.0,0.0,12.12,5.37,2.93,8.21,-20.0,28.7,0.0,0.0,0.0,4.01,2.0,11.1,-1.7,5.96,0.0,8.9,12.8,0.0,0.0
1953-09-02,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,11.1,15.0,0.0,0.0,0.0,36,-1.7,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,7.86,2,245,0.0,0.0,14.92,5.76,5.34,8.93,8.3,23.6,0.0,0.0,0.0,6.67,2.0,11.1,-1.7,6.29,0.0,8.3,15.6,0.0,0.0
1953-09-03,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,10.6,16.7,0.0,0.0,0.0,36,-1.7,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.37,7.86,3,246,0.0,0.0,14.42,6.02,4.58,9.35,11.1,23.6,0.0,0.0,0.0,5.89,2.0,11.1,-1.7,6.57,0.0,11.1,15.0,0.0,0.0
1953-09-04,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,12.8,18.9,0.0,0.0,0.0,36,-1.7,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.93,7.86,4,247,0.0,0.0,16.62,6.33,6.47,10.21,10.6,23.6,0.0,0.0,0.0,8.14,2.0,12.8,-1.7,6.97,0.0,10.6,16.7,0.0,0.0
1953-09-05,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,10.6,15.6,1.0,0.0,0.0,36,-1.7,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.41,8.66,5,248,0.0,0.0,14.42,6.61,3.99,10.31,12.8,24.6,0.0,0.0,15.6,6.2,10.0,12.8,-1.7,7.21,0.0,12.8,18.9,0.0,0.0
1953-09-06,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,10.6,12.2,4.8,0.0,0.0,36,-1.7,1.6,0,0.0,0.0,0.0,0.0,1.0,0.0,5.8,10.41,8.66,6,249,0.0,0.0,14.42,6.86,3.74,10.38,10.6,29.4,0.0,0.0,58.56,6.38,1.0,12.8,-1.7,7.43,0.0,10.6,15.6,0.0,0.0
1953-09-07,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,4.4,13.9,32.0,0.0,0.0,37,-3.3,9.5,0,0.0,0.0,0.0,0.0,4.8,1.0,37.8,9.77,6.74,0,250,0.0,0.0,8.22,6.84,-2.44,8.89,10.6,39.6,0.0,0.0,444.8,0.7,1.0,12.8,-1.7,7.23,0.0,10.6,12.2,0.0,0.0
1953-09-08,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,0.0,6.1,5.6,0.0,0.0,37,-3.3,6.1,0,0.0,0.0,0.0,0.0,32.0,4.8,43.4,8.59,2.64,1,251,0.0,0.0,3.82,6.52,-6.52,6.66,4.4,45.2,0.0,0.0,34.16,-3.5,1.0,12.8,-1.7,6.76,0.0,4.4,13.9,0.0,0.0
1953-09-09,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-2.2,0.0,0.0,0.0,0.0,37,-3.3,2.2,0,0.0,0.0,0.0,0.0,5.6,32.0,43.4,6.69,-0.88,2,252,-0.0,0.0,1.62,6.15,-8.35,4.45,0.0,43.4,0.0,-0.0,0.0,-5.9,1.0,12.8,-2.2,6.19,0.0,0.0,6.1,0.0,0.0
1953-09-10,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-4.4,3.3,0.0,0.0,0.0,37,-3.3,7.7,0,0.0,0.0,0.0,0.0,0.0,5.6,43.4,4.54,-3.08,3,253,-0.0,0.0,-0.58,5.75,-10.15,2.24,-2.2,43.4,0.0,-0.0,0.0,-7.41,1.0,12.8,-4.4,5.5,0.0,-2.2,0.0,0.0,0.0
1953-09-11,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,0.6,9.4,0.0,0.0,0.0,37,-3.3,8.8,0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,2.8,-3.08,4,254,0.0,0.0,4.42,5.51,-4.91,1.83,-4.4,43.4,0.0,0.0,0.0,-1.66,1.0,12.8,-4.4,5.19,0.0,-4.4,3.3,0.0,0.0
1953-09-12,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,3.9,7.2,7.9,0.0,0.0,37,-3.3,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,1.84,-3.08,5,255,0.0,0.0,7.72,5.32,-1.42,2.35,0.6,51.3,0.0,0.0,56.88,1.5,4.0,12.8,-4.4,5.1,0.0,0.6,9.4,0.0,0.0
1953-09-13,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-1.7,7.2,33.8,0.0,0.0,37,-3.3,8.9,0,0.0,0.0,0.0,0.0,7.9,0.0,79.3,0.09,-3.08,6,256,-0.0,0.0,2.12,4.9,-6.6,1.33,3.9,85.1,0.0,-0.0,243.36,-4.54,1.0,12.8,-4.4,4.67,0.0,3.9,7.2,0.0,0.0
1953-09-14,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-5.6,-1.7,3.6,8.0,0.0,38,-5.6,3.9,1,0.0,0.0,1.0,0.0,33.8,7.9,50.9,-1.34,-4.88,0,257,-0.0,8.0,-1.78,4.56,-10.16,-0.4,-1.7,88.7,0.0,-44.8,-6.12,-8.23,1.0,12.8,-5.6,4.0,-8.0,-1.7,7.2,0.0,0.0
1953-09-15,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-5.6,2.8,1.5,0.0,0.0,38,-5.6,8.4,0,0.0,0.0,1.0,0.0,3.6,33.8,46.8,-2.14,-5.6,1,258,-0.0,0.0,-1.78,4.32,-9.92,-1.7,-5.6,90.2,0.0,-0.0,4.2,-7.37,1.0,12.8,-5.6,3.38,0.0,-5.6,-1.7,8.0,0.0
1953-09-16,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,0.0,3.9,13.0,0.0,0.0,38,-5.6,3.9,0,0.0,0.0,1.0,0.0,1.5,3.6,59.8,-1.83,-5.6,2,259,0.0,0.0,3.82,4.23,-4.23,-1.27,-5.6,103.2,0.0,0.0,50.7,-1.04,1.0,12.8,-5.6,3.17,0.0,-5.6,2.8,0.0,0.0
1953-09-17,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-0.6,1.7,1.5,0.0,0.0,38,-5.6,2.3,0,0.0,0.0,1.0,0.0,13.0,1.5,61.3,-1.29,-5.6,3,260,-0.0,0.0,3.22,4.26,-4.86,-1.11,0.0,104.7,0.0,-0.0,2.55,-2.29,1.0,12.8,-5.6,2.92,0.0,0.0,3.9,0.0,0.0
1953-09-18,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-2.2,4.4,0.0,0.0,0.0,38,-5.6,6.6,0,0.0,0.0,1.0,0.0,1.5,13.0,61.3,-1.69,-5.6,4,261,-0.0,0.0,1.62,4.19,-6.39,-1.38,-0.6,104.7,0.0,-0.0,0.0,-4.27,1.0,12.8,-5.6,2.59,0.0,-0.6,1.7,0.0,0.0
1953-09-19,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,1.1,9.4,0.0,0.0,0.0,38,-5.6,8.3,0,0.0,0.0,1.0,0.0,0.0,1.5,53.4,-2.09,-5.6,5,262,0.0,0.0,4.92,4.28,-3.18,-0.76,-2.2,103.7,0.0,0.0,0.0,-0.69,1.0,12.8,-5.6,2.5,0.0,-2.2,4.4,0.0,0.0
1953-09-20,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,3.3,8.3,3.3,0.0,0.0,38,-5.6,5.0,0,0.0,0.0,1.0,0.0,0.0,0.0,22.9,-1.37,-5.6,6,263,0.0,0.0,7.12,4.37,-1.07,0.26,1.1,102.2,0.0,0.0,27.39,1.24,3.0,12.8,-5.6,2.55,0.0,1.1,9.4,0.0,0.0
1953-09-21,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-1.1,10.0,22.1,0.0,0.0,39,-6.7,11.1,0,0.0,0.0,0.0,0.0,3.3,0.0,41.4,-0.73,-3.56,0,264,-0.0,0.0,2.72,4.21,-5.31,-0.08,3.3,92.3,8.0,-0.0,221.0,-3.15,1.0,12.8,-5.6,2.31,0.0,3.3,8.3,0.0,0.0
1953-09-22,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-4.4,0.0,0.3,0.0,0.0,39,-6.7,4.4,0,0.0,0.0,0.0,0.0,22.1,3.3,40.2,-0.56,-3.08,1,265,-0.0,0.0,-0.58,3.87,-8.27,-1.16,-1.1,87.0,8.0,-0.0,0.0,-5.83,1.0,12.8,-5.6,1.88,0.0,-1.1,10.0,0.0,0.0
1953-09-23,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-8.9,-0.6,0.0,0.0,0.0,39,-6.7,8.3,0,0.0,0.0,0.0,0.0,0.3,22.1,27.2,-1.83,-6.2,2,266,-0.0,0.0,-5.08,3.35,-12.25,-3.1,-4.4,87.0,8.0,-0.0,-0.0,-9.06,1.0,12.8,-8.9,1.18,0.0,-4.4,0.0,0.0,0.0
1953-09-24,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-3.3,3.3,0.0,0.0,0.0,39,-6.7,6.6,0,0.0,0.0,0.0,0.0,0.0,0.3,25.7,-2.21,-6.2,3,267,-0.0,0.0,0.52,3.0,-6.3,-3.15,-8.9,87.0,8.0,-0.0,0.0,-3.06,1.0,12.8,-8.9,0.89,0.0,-8.9,-0.6,0.0,0.0
1953-09-25,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,0.6,8.3,0.0,0.0,0.0,39,-6.7,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,-1.81,-6.2,4,268,0.0,0.0,4.42,2.73,-2.13,-2.21,-3.3,87.0,8.0,0.0,0.0,0.56,1.0,12.8,-8.9,0.88,0.0,-3.3,3.3,0.0,0.0
1953-09-26,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,2.2,7.2,0.0,0.0,0.0,39,-6.7,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,-1.66,-6.2,5,269,0.0,0.0,6.02,2.52,-0.32,-1.11,0.6,79.1,8.0,0.0,0.0,1.76,1.0,12.8,-8.9,0.96,0.0,0.6,8.3,0.0,0.0
1953-09-27,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,3.9,10.0,2.5,0.0,0.0,39,-6.7,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,-1.57,-6.2,6,270,0.0,0.0,7.72,2.36,1.54,0.14,2.2,47.8,8.0,0.0,25.0,3.0,5.0,12.8,-8.9,1.15,0.0,2.2,7.2,0.0,0.0
1953-09-28,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,0.0,5.0,0.0,0.0,0.0,40,-8.9,5.0,0,0.0,0.0,0.0,0.0,2.5,0.0,2.8,-1.41,-6.2,0,271,0.0,0.0,3.82,2.12,-2.12,0.11,3.9,44.2,0.0,0.0,0.0,-0.13,5.0,12.8,-8.9,1.08,0.0,3.9,10.0,0.0,0.0
1953-09-29,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-3.9,1.7,4.1,0.0,0.0,40,-8.9,5.6,0,0.0,0.0,0.0,0.0,0.0,2.5,6.6,-1.34,-5.9,1,272,-0.0,0.0,-0.08,1.63,-5.53,-0.89,0.0,46.8,0.0,-0.0,6.97,-3.82,2.0,12.8,-8.9,0.76,0.0,0.0,5.0,0.0,0.0
1953-09-30,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-1.1,8.3,2.0,0.0,0.0,40,-8.9,9.4,0,0.0,0.0,0.0,0.0,4.1,0.0,8.6,-0.23,-3.54,2,273,-0.0,0.0,2.72,1.3,-2.4,-0.95,-3.9,35.8,0.0,-0.0,16.6,-0.47,1.0,12.8,-8.9,0.64,0.0,-3.9,1.7,0.0,0.0
1953-10-01,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-1.1,7.8,1.8,0.0,0.0,40,-8.9,8.9,0,0.0,0.0,0.0,0.0,2.0,4.1,10.4,0.09,-2.22,3,274,-0.0,0.0,2.72,0.99,-2.09,-0.98,-1.1,36.1,0.0,-0.0,14.04,-0.63,1.0,12.8,-8.9,0.52,0.0,-1.1,8.3,0.0,0.0
1953-10-02,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-2.8,6.7,0.0,0.0,0.0,40,-8.9,9.5,0,0.0,0.0,0.0,0.0,1.8,2.0,10.4,-0.4,-3.24,4,275,-0.0,0.0,1.02,0.52,-3.32,-1.44,-1.1,36.1,0.0,-0.0,0.0,-2.44,1.0,12.8,-8.9,0.31,0.0,-1.1,7.8,0.0,0.0
1953-10-03,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,5.6,13.3,0.0,0.0,0.0,40,-8.9,7.7,0,0.0,0.0,0.0,0.0,0.0,1.8,10.4,0.09,-3.24,5,276,0.0,0.0,9.42,0.36,5.24,0.32,-2.8,36.1,0.0,0.0,0.0,6.43,1.0,12.8,-8.9,0.65,0.0,-2.8,6.7,0.0,0.0
1953-10-04,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,2.2,13.3,3.8,0.0,0.0,40,-8.9,11.1,0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,-0.16,-3.24,6,277,0.0,0.0,6.02,0.0,2.2,0.79,5.6,36.6,0.0,0.0,50.54,3.6,3.0,10.6,-8.9,0.75,0.0,5.6,13.3,0.0,0.0
1953-10-05,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-1.7,2.2,1.3,10.0,0.0,41,-10.0,3.9,1,0.0,0.0,1.0,0.0,3.8,0.0,13.0,-0.4,-3.24,0,278,-0.0,10.0,2.12,-0.41,-1.29,0.17,2.2,15.8,0.0,-17.0,2.86,0.67,1.0,10.6,-8.9,0.59,-10.0,2.2,13.3,0.0,0.0
1953-10-06,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-5.0,-0.6,16.8,112.0,51.0,41,-10.0,4.4,1,0.0,0.0,2.0,51.0,1.3,3.8,25.7,-0.56,-3.68,1,279,-255.0,2.15,-1.18,-0.93,-4.07,-1.12,-1.7,32.3,0.0,-560.0,-10.08,-2.34,1.0,5.6,-8.9,0.23,48.85,-1.7,2.2,10.0,51.0
1953-10-07,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-9.4,-3.9,31.0,257.0,203.0,41,-10.0,5.5,1,51.0,0.0,3.0,254.0,16.8,1.3,54.7,-1.74,-6.76,2,280,-1908.2,1.26,-5.58,-1.39,-8.01,-3.19,-5.0,63.3,0.0,-2415.8,-120.9,-7.13,1.0,5.6,-9.4,-0.39,201.74,-5.0,-0.6,112.0,254.0
1953-10-08,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-10.6,-6.7,3.0,13.0,127.0,41,-10.0,3.9,1,203.0,51.0,4.0,381.0,31.0,16.8,55.9,-3.1,-9.88,3,281,-1346.2,0.1,-6.78,-1.74,-8.86,-5.04,-9.4,66.3,0.0,-137.8,-20.1,-8.29,1.0,5.6,-10.6,-1.05,126.9,-9.4,-3.9,257.0,381.0
1953-10-09,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-6.7,0.0,0.0,0.0,152.0,41,-10.0,6.7,0,127.0,203.0,4.0,533.0,3.0,31.0,55.9,-3.66,-9.88,4,282,-1018.4,0.0,-2.88,-1.89,-4.81,-5.46,-10.6,66.3,0.0,-0.0,0.0,-4.23,1.0,5.6,-10.6,-1.41,152.0,-10.6,-6.7,13.0,533.0
1953-10-10,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-3.3,0.0,0.0,0.0,76.0,41,-10.0,3.3,0,152.0,127.0,4.0,609.0,0.0,3.0,55.9,-4.93,-9.88,5,283,-250.8,0.0,0.52,-1.85,-1.45,-4.92,-6.7,66.3,0.0,-0.0,0.0,-0.5,1.0,5.6,-10.6,-1.53,76.0,-6.7,0.0,0.0,609.0
1953-10-11,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-2.8,-1.1,0.0,0.0,76.0,41,-10.0,1.7,0,76.0,152.0,4.0,685.0,0.0,0.0,52.1,-5.64,-9.88,6,284,-212.8,0.0,1.02,-1.97,-0.83,-4.39,-3.3,63.8,0.0,-0.0,-0.0,-0.15,1.0,5.6,-10.6,-1.62,76.0,-3.3,0.0,0.0,685.0
1953-10-12,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-9.4,-0.6,0.5,5.0,76.0,42,-11.7,8.8,1,76.0,76.0,4.0,761.0,0.0,0.0,51.3,-6.74,-9.88,0,285,-714.4,0.06,-5.58,-2.41,-6.99,-5.64,-2.8,64.3,10.0,-47.0,-0.3,-6.69,4.0,5.6,-10.6,-2.12,75.94,-2.8,-1.1,0.0,761.0
1953-10-13,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-10.6,-0.6,0.0,0.0,76.0,42,-11.7,10.0,0,76.0,76.0,3.0,786.0,0.5,0.0,34.5,-7.54,-10.6,1,286,-805.6,0.0,-6.78,-2.71,-7.89,-6.88,-9.4,60.2,122.0,-0.0,-0.0,-7.86,4.0,5.6,-10.6,-2.67,76.0,-9.4,-0.6,5.0,786.0
1953-10-14,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-2.2,4.4,0.0,0.0,51.0,42,-11.7,6.6,0,76.0,76.0,2.0,634.0,0.0,0.5,3.5,-6.51,-10.6,2,287,-112.2,0.0,1.62,-2.59,0.39,-5.71,-10.6,58.2,379.0,-0.0,0.0,1.03,4.0,5.6,-10.6,-2.64,51.0,-10.6,-0.6,0.0,634.0
